Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N
2023-2025,1°,1°,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-69.015,65.667,-21.586,19
2023-2025,1°,1°,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-59.51,-59.51,-59.51,1
2023-2025,1°,1°,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-27.754,-27.754,-27.754,1
2023-2025,1°,1°,ENGENHARIA MECATRÔNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,84.017,170.136,115.968,9
2023-2025,1°,1°,ENGENHARIA MECATRÔNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,25.527,25.527,25.527,1
2023-2025,1°,1°,ENGENHARIA MECATRÔNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-4.756,8.105,1.674,2
2023-2025,1°,1°,ENGENHARIA MECATRÔNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-53.086,-27.897,-40.492,2
2023-2025,1°,1°,ENGENHARIA MECATRÔNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-19.193,79.642,17.531,6
2023-2025,1°,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,83.117,151.18,103.689,9
2023-2025,1°,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,68.151,68.151,68.151,1
2023-2025,1°,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-69.376,-69.376,-69.376,1
2023-2025,1°,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,5.003,17.361,11.182,2
2023-2025,1°,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-1.775,66.886,32.217,7
2023-2025,1°,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,51.716,135.786,80.587,12
2023-2025,1°,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,5.744,5.744,5.744,1
2023-2025,1°,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-17.786,2.511,-7.638,2
2023-2025,1°,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-59.302,49.093,-8.368,5
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,1,Universal,1.0,145.39,86.141,63
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,2,Cota para Negros,17.209,55.531,31.206,7
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,5,EP / Baixa Renda / Não-PPI,-52.564,-11.45,-31.814,6
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,7,EP / Alta Renda / PPI,-63.197,17.991,-15.299,20
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,9,EP / Alta Renda / Não-PPI,-8.202,60.62,18.735,42
2023-2025,1°,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-2.52,19.278,8.379,2
2023-2025,1°,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,14.483,111.408,51.033,15
2023-2025,1°,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,8.239,8.239,8.239,1
2023-2025,1°,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-34.447,-34.447,-34.447,1
2023-2025,1°,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-27.068,22.541,-8.614,3
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,51.18,93.959,74.185,9
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,18.047,45.641,28.373,7
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,31.936,92.243,47.992,11
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,15.902,15.902,15.902,1
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,15.618,15.618,15.618,1
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-45.41,3.367,-12.991,3
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-32.371,-7.88,-20.126,2
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,5,EP / Baixa Renda / Não-PPI,-33.173,14.394,-9.39,2
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-19.971,38.952,1.784,5
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-46.669,-21.564,-34.116,2
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,7,EP / Alta Renda / PPI,-83.68,-4.707,-37.294,9
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,50.704,50.704,50.704,1
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-10.117,7.338,0.301,4
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,9,EP / Alta Renda / Não-PPI,14.796,18.796,16.796,2
2023-2025,1°,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,0.119,0.119,0.119,1
2023-2025,1°,1°,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-100.426,-3.548,-38.814,10
2023-2025,1°,1°,FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-52.159,5.216,-27.125,3
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,30.23,81.869,44.543,11
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,13.637,13.637,13.637,1
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,3,EP / Baixa Renda / PPI,-59.032,-59.032,-59.032,1
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,5,EP / Baixa Renda / Não-PPI,-35.235,-33.078,-34.156,2
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,7,EP / Alta Renda / PPI,-59.558,8.862,-21.742,8
2023-2025,1°,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,9,EP / Alta Renda / Não-PPI,12.991,24.746,18.868,2
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,16.721,40.508,26.517,8
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,5.402,5.402,5.402,1
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,5,EP / Baixa Renda / Não-PPI,-60.121,-60.121,-60.121,1
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,7,EP / Alta Renda / PPI,-48.358,-48.358,-48.358,1
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,9,EP / Alta Renda / Não-PPI,-20.384,5.716,-10.699,6
2023-2025,1°,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-43.816,-43.816,-43.816,1
2023-2025,1°,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,14.167,97.592,43.861,13
2023-2025,1°,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-15.865,-15.865,-15.865,1
2023-2025,1°,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-29.298,5.538,-5.355,4
2023-2025,1°,1°,FÍSICA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-62.273,125.678,24.071,5
2023-2025,1°,1°,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-47.993,45.309,-0.79,4
2023-2025,1°,1°,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-90.016,129.343,-21.763,12
2023-2025,1°,1°,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-66.839,-44.521,-55.68,2
2023-2025,1°,1°,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-63.489,80.103,14.464,16
2023-2025,1°,1°,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-46.176,16.69,-16.538,9
2023-2025,1°,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-2.832,64.854,16.531,11
2023-2025,1°,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-10.584,-10.584,-10.584,1
2023-2025,1°,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-50.25,-29.67,-38.017,3
2023-2025,1°,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-50.028,-41.002,-43.93,4
2023-2025,1°,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-39.713,-11.757,-26.259,7
2023-2025,1°,1°,GESTÃO DO AGRONEGÓCIO (BACHARELADO),PLANALTINA,DIURNO,1,Universal,-82.791,-28.816,-54.861,10
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,47.472,96.499,62.423,9
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-27.232,-27.232,-27.232,1
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-17.032,14.503,-1.264,2
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-31.06,16.426,-9.693,5
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,8,EP / Alta Renda / PPI / PCD,-30.955,-30.955,-30.955,1
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,21.418,21.418,21.418,1
2023-2025,1°,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-4.958,-4.958,-4.958,1
2023-2025,1°,1°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-85.388,45.426,-22.875,15
2023-2025,1°,1°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-27.164,-27.164,-27.164,1
2023-2025,1°,1°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-61.207,-26.631,-44.004,3
2023-2025,1°,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,85.895,103.7,94.266,4
2023-2025,1°,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,52.71,52.71,52.71,1
2023-2025,1°,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-37.174,-31.769,-34.472,2
2023-2025,1°,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-49.264,20.148,-21.452,3
2023-2025,1°,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,41.607,41.607,41.607,1
2023-2025,1°,1°,LETRAS PORTUGUÊS DO BRASIL COMO SEG. LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-75.904,-4.147,-41.017,9
2023-2025,1°,1°,LETRAS TRADUÇÃO ESPANHOL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-56.271,-56.271,-56.271,1
2023-2025,1°,1°,LETRAS TRADUÇÃO FRANCÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-18.595,-18.595,-18.595,1
2023-2025,1°,1°,LETRAS TRADUÇÃO INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-75.983,32.724,-20.71,9
2023-2025,1°,1°,LETRAS TRADUÇÃO INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-59.741,-59.741,-59.741,1
2023-2025,1°,1°,LETRAS TRADUÇÃO INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-20.506,-20.506,-20.506,1
2023-2025,1°,1°,LÍNGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-83.555,-45.663,-62.93,3
2023-2025,1°,1°,LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO - AMERICANA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-79.029,-60.693,-69.508,3
2023-2025,1°,1°,LÍNGUA FRANCESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-87.339,-26.043,-52.361,6
2023-2025,1°,1°,LÍNGUA INGLESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,15.306,83.036,36.712,5
2023-2025,1°,1°,LÍNGUA INGLESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-34.486,-34.486,-34.486,1
2023-2025,1°,1°,LÍNGUA INGLESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-14.226,12.035,-6.611,5
2023-2025,1°,1°,LÍNGUA PORTUGUESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,46.683,88.696,60.263,6
2023-2025,1°,1°,LÍNGUA PORTUGUESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,30.129,30.129,30.129,1
2023-2025,1°,1°,LÍNGUA PORTUGUESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-21.143,-21.143,-21.143,1
2023-2025,1°,1°,LÍNGUA PORTUGUESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-30.58,-30.58,-30.58,1
2023-2025,1°,1°,LÍNGUA PORTUGUESA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-39.521,-1.814,-21.457,6
2023-2025,1°,1°,LÍNGUA PORTUGUESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-56.955,23.041,-15.781,7
2023-2025,1°,1°,LÍNGUAS ESTRANGEIRAS APLICADAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-60.26,-0.938,-29.205,11
2023-2025,1°,1°,LÍNGUAS ESTRANGEIRAS APLICADAS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-67.757,-67.757,-67.757,1
2023-2025,1°,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-20.737,105.88,44.151,15
2023-2025,1°,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-31.236,-31.236,-31.236,1
2023-2025,1°,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-29.962,-29.962,-29.962,1
2023-2025,1°,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-20.656,-20.656,-20.656,1
2023-2025,1°,1°,MATEMÁTICA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-51.641,31.378,-15.259,7
2023-2025,1°,1°,MATEMÁTICA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-64.383,-64.383,-64.383,1
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,166.75,190.334,173.929,9
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,120.046,120.046,120.046,1
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,58.263,96.795,78.835,3
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,98.649,98.649,98.649,1
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,6,EP / Baixa Renda / Não-PPI / PCD,46.775,46.775,46.775,1
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,115.802,119.954,117.878,2
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,8,EP / Alta Renda / PPI / PCD,-27.585,-2.377,-14.981,2
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,162.281,162.281,162.281,1
2023-2025,1°,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,103.215,103.215,103.215,1
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,66.643,99.685,80.866,9
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,55.857,55.857,55.857,1
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-40.556,10.004,-15.276,2
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-18.653,20.35,3.088,4
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,11.522,23.973,17.748,2
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,53.433,67.748,60.591,2
2023-2025,1°,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-34.547,-34.547,-34.547,1
2023-2025,1°,1°,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-79.405,19.145,-20.969,6
2023-2025,1°,1°,MÚSICA (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,-2.409,65.653,31.622,2
2023-2025,1°,1°,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Universal,-15.971,132.273,48.549,4
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,70.097,99.32,84.562,7
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,50.784,50.784,50.784,1
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-31.894,-31.894,-31.894,1
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-26.223,13.911,-9.415,3
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-7.668,10.936,2.261,3
2023-2025,1°,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,31.534,31.534,31.534,1
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,91.436,127.254,111.576,6
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,55.21,55.21,55.21,1
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-62.296,-47.773,-55.034,2
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-36.853,-34.533,-35.693,2
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-28.308,0.733,-10.781,3
2023-2025,1°,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,84.068,84.068,84.068,1
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-4.674,65.014,18.108,17
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-24.607,-8.018,-14.995,5
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-26.747,-22.22,-24.484,2
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-25.37,-25.37,-25.37,1
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-58.937,-19.995,-39.466,2
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-62.243,-20.304,-46.784,4
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-39.068,-5.105,-25.515,13
2023-2025,1°,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-73.336,-46.101,-60.158,5
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Universal,92.692,149.897,105.523,11
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,83.135,83.135,83.135,1
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-37.309,2.578,-14.348,3
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,0.742,19.87,11.571,5
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,29.315,44.612,35.219,3
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,75.146,75.146,75.146,1
2023-2025,1°,1°,PSICOLOGIA (BACHARELADO/LICENCIATURA/PSICÓLOGO),DARCY RIBEIRO,DIURNO,10,EP / Alta Renda / Não-PPI / PCD,-2.927,-2.927,-2.927,1
2023-2025,1°,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,5.562,107.231,47.596,9
2023-2025,1°,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-10.181,-10.181,-10.181,1
2023-2025,1°,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-12.868,-12.868,-12.868,1
2023-2025,1°,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-54.782,11.654,-13.429,5
2023-2025,1°,1°,QUÍMICA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-54.702,44.043,-1.839,4
2023-2025,1°,1°,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-30.086,126.278,34.576,8
2023-2025,1°,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,105.105,162.477,121.308,11
2023-2025,1°,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,100.775,100.775,100.775,1
2023-2025,1°,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-59.284,22.165,-11.16,4
2023-2025,1°,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,1.225,60.338,34.357,7
2023-2025,1°,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,72.126,90.752,81.439,2
2023-2025,1°,1°,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-72.556,9.485,-37.164,8
