Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N
2020-2022,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-31.586,-31.586,-31.586,1
2020-2022,1°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,75.551,77.911,76.731,2
2020-2022,1°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-25.918,-25.918,-25.918,1
2020-2022,1°,4ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,72.819,74.893,73.856,2
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-82.039,32.901,-37.965,5
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,10.221,10.221,10.221,1
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-47.977,-47.977,-47.977,1
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-66.41,-66.41,-66.41,1
2020-2022,1°,1ª,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO) *,DARCY RIBEIRO,DIURNO,1,Universal,-35.525,24.93,-7.676,4
2020-2022,1°,1ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,29.41,58.914,44.048,4
2020-2022,1°,1ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,21.489,21.489,21.489,1
2020-2022,1°,2ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,-9.14,20.585,1.053,3
2020-2022,1°,3ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,-12.106,-12.106,-12.106,1
2020-2022,1°,1ª,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Universal,-90.01,54.376,-15.362,6
2020-2022,1°,1ª,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-22.141,-22.141,-22.141,1
2020-2022,1°,1ª,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-21.695,34.369,7.28,3
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-69.572,-22.639,-49.103,8
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-17.598,-17.598,-17.598,1
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-59.315,-59.315,-59.315,1
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-72.447,-34.556,-47.584,3
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-57.03,46.357,9.258,3
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,57.009,141.975,89.428,8
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,72.345,72.345,72.345,1
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-25.889,42.794,8.452,2
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-50.648,-50.648,-50.648,1
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-10.399,104.025,29.117,4
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,50.506,130.314,94.128,3
2020-2022,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,45.483,54.867,48.614,5
2020-2022,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-25.392,-25.392,-25.392,1
2020-2022,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,18.762,32.329,24.825,3
2020-2022,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,30.019,39.864,35.334,3
2020-2022,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,10.311,10.311,10.311,1
2020-2022,1°,4ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,29.906,29.906,29.906,1
2020-2022,1°,4ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-6.045,-6.045,-6.045,1
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,139.434,168.535,149.934,9
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,91.881,91.881,91.881,1
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,11.4,28.373,20.396,3
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,19.695,86.756,53.226,2
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,37.394,56.75,47.072,2
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,131.855,181.985,156.92,2
2020-2022,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,128.099,138.248,133.246,4
2020-2022,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,71.294,71.294,71.294,1
2020-2022,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,104.581,104.581,104.581,1
2020-2022,1°,3ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,88.533,88.533,88.533,1
2020-2022,1°,4ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,36.922,36.922,36.922,1
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,53.088,111.048,65.307,11
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,23.841,23.841,23.841,1
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-30.87,-18.086,-24.478,2
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-44.5,-22.087,-33.294,2
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-47.386,-5.052,-30.662,4
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-21.41,20.572,1.484,5
2020-2022,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,44.249,52.356,47.194,5
2020-2022,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-52.655,-44.418,-48.537,2
2020-2022,1°,3ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,43.387,43.387,43.387,1
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-88.634,18.579,-24.691,6
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-37.945,-37.945,-37.945,1
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-27.184,-25.474,-26.329,2
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,46.048,46.048,46.048,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,70.253,174.618,100.955,9
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,23.621,23.621,23.621,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-2.765,89.849,29.761,3
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,72.752,72.752,72.752,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,6,EP / Baixa Renda / Não-PPI / PCD,6.759,6.759,6.759,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,20.011,28.207,23.22,3
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,25.539,29.452,27.496,2
2020-2022,1°,2ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,59.872,63.725,61.799,2
2020-2022,1°,2ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-15.023,-15.023,-15.023,1
2020-2022,1°,3ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,58.673,58.673,58.673,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,4.883,84.034,35.888,16
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-62.176,42.671,-14.818,18
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,25.609,25.609,25.609,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-45.199,-45.199,-45.199,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,1.491,1.491,1.491,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-35.936,29.827,-12.833,5
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-37.569,38.821,10.421,5
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-53.936,-4.601,-28.341,3
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-30.058,32.186,-6.735,4
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-76.035,9.581,-34.061,7
2020-2022,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-24.636,1.432,-9.65,10
2020-2022,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-64.695,-64.695,-64.695,1
2020-2022,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-45.543,-45.543,-45.543,1
2020-2022,1°,3ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-42.938,-30.814,-36.6,3
2020-2022,1°,4ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-45.395,-44.257,-44.826,2
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,90.763,149.64,123.258,10
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,64.336,64.336,64.336,1
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-10.898,67.95,21.804,4
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,1.518,35.529,16.507,3
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-23.99,7.712,-2.899,4
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,74.425,116.541,95.483,2
2020-2022,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,85.32,89.204,87.5,5
2020-2022,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-1.057,-1.057,-1.057,1
2020-2022,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-7.893,-7.893,-7.893,1
2020-2022,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,42.06,42.06,42.06,1
2020-2022,1°,3ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,79.086,79.385,79.236,2
2020-2022,1°,3ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-40.875,-40.875,-40.875,1
2020-2022,1°,4ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,76.331,79.075,77.703,2
2020-2022,1°,4ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-28.854,-28.854,-28.854,1
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,1,Universal,-71.509,21.657,-29.766,9
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,NOTURNO,1,Universal,-62.526,-62.526,-62.526,1
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,3,EP / Baixa Renda / PPI,-19.534,-19.534,-19.534,1
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,7,EP / Alta Renda / PPI,-36.562,-36.562,-36.562,1
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-7.672,71.472,25.252,22
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-40.831,8.448,-16.192,2
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-45.824,-39.098,-42.461,2
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-64.94,10.205,-25.239,4
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-80.884,-1.376,-37.375,7
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-28.663,62.948,20.041,5
2020-2022,1°,2ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-29.085,-9.01,-19.591,12
2020-2022,1°,3ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-36.059,-33.297,-34.52,4
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-2.433,74.983,36.702,10
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-63.586,-63.586,-63.586,1
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-49.349,-41.814,-46.732,3
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-51.109,-51.109,-51.109,1
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-85.346,-10.124,-40.508,4
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-20.342,-8.206,-14.274,2
2020-2022,1°,2ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-18.407,-8.179,-12.323,3
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-22.175,42.588,5.673,14
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,23.426,23.426,23.426,1
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-46.61,-14.593,-30.602,2
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-36.846,-36.846,-36.846,1
2020-2022,1°,2ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-32.939,-22.969,-27.91,3
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,86.509,175.444,111.485,4
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,0.681,0.681,0.681,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-17.004,-14.344,-15.674,2
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,7.659,7.659,7.659,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-63.885,-63.885,-63.885,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,7.439,7.439,7.439,1
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,80.258,80.258,80.258,1
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-1.057,-1.057,-1.057,1
2020-2022,1°,3ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,76.709,76.709,76.709,1
2020-2022,1°,3ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-40.875,-40.875,-40.875,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,62.484,120.186,85.862,8
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,35.281,64.041,49.661,2
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-24.693,-0.422,-12.195,4
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-26.988,38.427,5.72,2
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-12.903,41.968,12.186,4
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,73.446,73.446,73.446,1
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,62.384,77.335,69.86,2
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-59.45,-38.928,-49.189,2
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,27.662,27.662,27.662,1
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,86.54,176.907,123.943,25
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,86.54,176.907,123.943,25
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,101.124,130.856,115.99,2
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,34.08,91.279,62.68,2
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,24.348,66.651,45.032,4
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-11.398,19.571,3.683,4
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,44.672,55.688,50.18,2
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,23.633,54.154,37.196,3
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,6,EP / Baixa Renda / Não-PPI / PCD,-22.954,-22.954,-22.954,1
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,44.407,72.089,61.088,4
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,30.892,77.986,52.178,4
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,94.622,113.21,101.259,3
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,59.961,87.15,72.389,3
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,121.16,126.368,123.199,5
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,79.602,84.655,82.309,3
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,70.328,70.328,70.328,1
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-16.347,-16.347,-16.347,1
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,39.795,39.795,39.795,1
2020-2022,1°,3ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,120.347,121.088,120.718,2
