Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N_Banco
2020-2022,1°,3ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,13.842,14.145,13.994,2
2020-2022,1°,4ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,11.525,11.525,11.525,1
2020-2022,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,3.695,3.695,3.695,1
2020-2022,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,8.094,46.991,21.625,8
2020-2022,1°,2ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-4.778,6.562,1.852,5
2020-2022,1°,3ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-6.227,-6.227,-6.227,1
2020-2022,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,2.749,2.749,2.749,1
2020-2022,1°,1ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,18.948,130.469,71.867,9
2020-2022,1°,2ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.207,4.973,-10.08,4
2020-2022,1°,3ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.215,-21.215,-21.215,1
2020-2022,1°,1ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,60.143,60.143,60.143,1
2020-2022,1°,1ª,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-30.09,113.042,10.831,4
2020-2022,1°,1ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-23.824,96.723,30.025,7
2020-2022,1°,1ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-54.123,51.959,-2.656,10
2020-2022,1°,2ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-60.694,-60.694,-75.966,2
2020-2022,1°,1ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-36.67,-36.67,-36.67,1
2020-2022,1°,1ª,GESTÃO AMBIENTAL (BACHARELADO),PLANALTINA,NOTURNO,1,Sistema Universal,31.975,31.975,-7.392,2
2020-2022,1°,1ª,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-37.744,-19.741,-28.742,2
2020-2022,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-65.744,40.755,-20.93,14
2020-2022,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-18.676,-18.676,-18.676,1
2020-2022,1°,1ª,GESTÃO DO AGRONEGÓCIO (BACHARELADO),PLANALTINA,DIURNO,1,Sistema Universal,4.58,4.58,-46.048,2
2020-2022,1°,1ª,GESTÃO DO AGRONEGÓCIO (BACHARELADO),PLANALTINA,DIURNO,2,Cota para Negros,-45.106,-45.106,-45.106,1
2020-2022,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,41.891,79.295,54.818,9
2020-2022,1°,2ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,35.193,36.689,35.941,2
2020-2022,1°,4ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.864,31.864,31.864,1
2020-2022,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-36.358,-36.358,-36.358,1
2020-2022,1°,1ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-11.417,59.169,7.544,8
2020-2022,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,81.218,107.228,91.743,4
2020-2022,1°,2ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,80.66,80.812,80.736,2
2020-2022,1°,3ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,71.678,71.678,71.678,1
2020-2022,1°,4ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,70.953,70.953,70.953,1
2020-2022,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,29.956,29.956,29.956,1
2020-2022,1°,2ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-24.041,-24.041,-24.041,1
2020-2022,1°,1ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-27.059,48.382,-4.218,10
2020-2022,1°,2ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-31.119,-31.119,-31.119,1
2020-2022,1°,1ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-27.202,-27.202,-27.202,1
2020-2022,1°,1ª,LETRAS - TRADUÇÃO - FRANCÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,8.992,8.992,-33.415,2
2020-2022,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,13.43,119.299,47.082,4
2020-2022,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-3.039,-3.039,-3.039,1
2020-2022,1°,1ª,LETRAS - TRADUÇÃO ESPANHOL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-52.043,-52.043,-52.043,1
2020-2022,1°,1ª,LICENCIATURA EM ARTES CÊNICAS*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-11.613,96.437,7.243,4
2020-2022,1°,1ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-34.711,141.546,21.334,15
2020-2022,1°,2ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-74.053,-36.925,-58.18,5
2020-2022,1°,1ª,LICENCIATURA EM FÍSICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-36.579,52.384,-16.757,10
2020-2022,1°,1ª,LICENCIATURA EM MATEMÁTICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-4.127,1.157,-13.599,4
2020-2022,1°,1ª,LICENCIATURA EM QUÍMICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,0.306,40.6,24.769,6
2020-2022,1°,1ª,LÍNGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-14.325,-14.325,-33.669,2
2020-2022,1°,1ª,LÍNGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-59.483,-59.483,-59.483,1
2020-2022,1°,1ª,LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-55.904,-27.428,-41.322,3
2020-2022,1°,1ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-32.749,50.344,8.088,6
2020-2022,1°,1ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,44.585,44.585,44.585,1
2020-2022,1°,1ª,LÍNGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-46.285,-4.072,-28.825,3
2020-2022,1°,2ª,LÍNGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-46.285,33.075,33.075,1
2020-2022,1°,2ª,LÍNGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-29.091,-29.091,-29.091,1
2020-2022,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,22.431,60.504,36.915,4
2020-2022,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,26.727,26.727,26.727,1
2020-2022,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,33.307,56.705,47.369,6
2020-2022,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,5.699,5.699,5.699,1
2020-2022,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-79.901,19.512,-19.24,6
2020-2022,1°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.531,86.792,50.757,8
2020-2022,1°,2ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,12.702,20.668,16.276,3
2020-2022,1°,3ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.282,11.282,11.282,1
2020-2022,1°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,3.005,3.005,3.005,1
2020-2022,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,183.5,209.07,192.694,8
2020-2022,1°,2ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,182.172,183.265,182.718,2
2020-2022,1°,3ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,181.429,181.429,181.429,1
2020-2022,1°,4ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,180.693,180.693,180.693,1
2020-2022,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,94.772,94.772,94.772,1
2020-2022,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,68.525,134.95,92.029,9
2020-2022,1°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,59.668,62.854,61.414,3
2020-2022,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,10.471,10.471,10.471,1
2020-2022,1°,1ª,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-45.669,38.698,-6.976,5
2020-2022,1°,1ª,MÚSICA (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,7.205,28.19,17.698,2
2020-2022,1°,1ª,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-27.39,-27.39,-27.39,1
2020-2022,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,59.022,91.433,71.934,7
2020-2022,1°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.755,50.952,48.61,5
2020-2022,1°,3ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.075,44.706,44.39,2
2020-2022,1°,4ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,42.604,43.889,43.246,2
2020-2022,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,12.194,12.194,12.194,1
2020-2022,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,97.52,129.466,108.977,6
2020-2022,1°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,86.179,88.464,87.322,2
2020-2022,1°,3ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,82.259,85.361,83.81,2
2020-2022,1°,4ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,74.568,78.447,76.086,3
2020-2022,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,25.114,25.114,25.114,1
2020-2022,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-9.603,56.526,9.761,16
2020-2022,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-14.004,-11.55,-12.827,3
2020-2022,1°,3ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-15.484,-15.484,-15.484,1
2020-2022,1°,4ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-19.303,-19.303,-19.303,1
2020-2022,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,17.019,17.019,-12.482,2
2020-2022,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-82.573,9.451,-37.566,12
2020-2022,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-86.402,-86.402,-86.402,1
2020-2022,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-8.815,-8.815,-8.815,1
2020-2022,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,105.646,176.006,134.5,12
2020-2022,1°,2ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,98.022,105.416,101.15,3
2020-2022,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,56.866,56.866,56.866,1
2020-2022,1°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,54.059,126.092,86.482,7
2020-2022,1°,2ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,19.693,32.75,25.91,5
2020-2022,1°,3ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,12.284,12.565,12.424,2
2020-2022,1°,4ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,8.535,9.522,9.029,2
2020-2022,1°,1ª,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-29.361,35.844,5.084,4
2020-2022,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,95.161,150.831,116.23,10
2020-2022,1°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,92.92,94.591,93.756,2
2020-2022,1°,3ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.841,91.841,91.841,1
2020-2022,1°,4ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,90.638,90.638,90.638,1
2020-2022,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,74.993,74.993,74.993,1
2020-2022,1°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,69.961,69.961,69.961,1
2020-2022,1°,1ª,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-84.455,-10.106,-49.445,12
2020-2022,1°,1ª,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-18.853,-18.853,-18.853,1
2020-2022,1°,1ª,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-67.854,-26.878,-49.372,7
2020-2022,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-37.204,18.722,-12.52,9
2020-2022,1°,2ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-46.273,-42.146,-44.21,2
2020-2022,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,16.93,16.93,16.93,1
2020-2022,1°,1ª,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-64.852,-7.391,-34.752,4
2020-2022,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-28.652,51.395,0.3,14
2020-2022,1°,2ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-42.695,-31.041,-34.472,6
2020-2022,1°,3ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-43.753,-43.753,-43.753,1
2020-2022,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-31.006,-31.006,-31.006,1
2020-2022,1°,1ª,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-46.412,20.419,-36.05,7
2020-2022,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-5.701,-2.012,-3.566,5
2020-2022,2°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-13.28,-5.886,-8.31,5
2020-2022,2°,4ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-22.721,-13.343,-18.086,5
2020-2022,2°,5ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-25.255,-24.547,-24.968,3
2020-2022,2°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,50.544,56.11,52.112,4
2020-2022,2°,5ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.884,46.884,46.884,1
2020-2022,2°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-10.544,-7.304,-9.206,3
2020-2022,2°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-11.425,-10.998,-11.212,2
2020-2022,2°,5ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-13.67,-13.67,-13.67,1
2020-2022,2°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,110.774,111.009,110.892,2
2020-2022,2°,3ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,106.916,106.916,106.916,1
2020-2022,2°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-28.517,-19.188,-24.268,7
2020-2022,2°,3ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-34.649,-28.8,-30.784,4
2020-2022,2°,4ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-38.623,-37.669,-38.146,2
2020-2022,2°,2ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,36.259,43.684,39.119,5
2020-2022,2°,3ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,29.988,35.304,32.165,5
2020-2022,2°,4ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,23.778,27.14,25.453,3
2020-2022,2°,5ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,20.722,22.905,21.549,3
2020-2022,2°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.648,51.569,49.431,4
2020-2022,2°,3ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.35,46.35,46.35,1
2020-2022,2°,4ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.853,44.853,44.853,1
2020-2022,2°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,26.258,30.352,28.683,4
2020-2022,2°,3ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,26.192,26.192,26.192,1
2020-2022,2°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.563,47.605,47.084,2
2020-2022,2°,5ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,45.57,45.57,45.57,1
2020-2022,2°,2ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,63.264,70.415,66.84,2
2020-2022,2°,2ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-7.177,-7.177,-7.177,1
2020-2022,2°,3ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-9.783,-9.783,-9.783,1
2020-2022,2°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,92.136,97.83,95.43,5
2020-2022,2°,3ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.231,91.231,91.231,1
2020-2022,2°,4ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,89.624,89.624,89.624,1
2020-2022,2°,5ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,88.329,88.329,88.329,1
2020-2022,2°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,5.048,5.048,-11.48,2
2020-2022,2°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-32.66,-25.631,-28.985,8
2020-2022,2°,3ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-34.16,-32.883,-33.522,2
2020-2022,2°,4ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-35.456,-35.456,-35.456,1
2020-2022,2°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-62.597,-52.361,-57.452,9
2020-2022,2°,3ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-78.31,-63.149,-78.847,6
2020-2022,2°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-3.447,6.191,1.035,6
2020-2022,2°,3ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-8.231,-5.228,-6.73,2
2020-2022,2°,4ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-8.991,-8.991,-8.991,1
2020-2022,2°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,24.949,28.348,26.601,3
2020-2022,2°,3ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,21.221,22.922,22.072,2
2020-2022,2°,4ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,18.537,19.372,18.954,2
2020-2022,2°,5ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,17.928,17.928,17.928,1
2020-2022,2°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,88.041,89.462,88.752,2
2020-2022,2°,3ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,83.67,87.229,85.45,2
2020-2022,2°,4ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,82.804,82.804,82.804,1
2020-2022,2°,2ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-75.709,-20.664,-40.922,6
2020-2022,2°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,-41.192,-23.662,-30.694,42
2020-2022,2°,3ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,-57.538,-41.503,-49.089,24
