Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N_Banco
2020-2022,1°,3ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-30.908,-28.154,-29.342,4
2020-2022,1°,4ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-31.687,-31.128,-31.408,2
2020-2022,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-66.324,-66.324,-66.324,1
2020-2022,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,84.147,121.99,93.247,9
2020-2022,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,77.925,82.727,80.86,3
2020-2022,1°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,75.551,77.911,76.731,2
2020-2022,1°,4ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,72.819,74.893,73.856,2
2020-2022,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,27.497,27.497,27.497,1
2020-2022,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,53.202,59.998,56.919,5
2020-2022,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,38.496,45.165,40.946,3
2020-2022,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-56.427,-56.427,-56.427,1
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-82.039,32.901,-37.965,5
2020-2022,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,10.221,10.221,10.221,1
2020-2022,1°,1ª,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO) *,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-35.525,24.93,-7.677,4
2020-2022,1°,1ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,29.41,58.914,44.048,4
2020-2022,1°,2ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-9.14,20.585,1.053,3
2020-2022,1°,3ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-12.106,-12.106,-12.106,1
2020-2022,1°,1ª,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-19.721,54.376,-15.362,6
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-69.572,-22.639,-49.103,8
2020-2022,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-17.598,-17.598,-17.598,1
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,57.009,141.975,89.428,8
2020-2022,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.483,54.867,48.614,5
2020-2022,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,30.019,39.864,35.334,3
2020-2022,1°,4ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,29.906,29.906,29.906,1
2020-2022,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,72.345,72.345,72.345,1
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,139.434,168.535,149.934,9
2020-2022,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,128.099,138.248,133.246,4
2020-2022,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,91.881,91.881,91.881,1
2020-2022,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,71.294,71.294,71.294,1
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,53.088,111.048,65.307,11
2020-2022,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.249,52.356,47.194,5
2020-2022,1°,3ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,43.387,43.387,43.387,1
2020-2022,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,23.841,23.841,23.841,1
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-88.634,18.579,-24.691,6
2020-2022,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-37.945,-37.945,-37.945,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,70.253,174.618,100.955,9
2020-2022,1°,2ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,59.872,63.725,61.799,2
2020-2022,1°,3ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,58.673,58.673,58.673,1
2020-2022,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,23.621,23.621,23.621,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,4.883,84.034,35.888,16
2020-2022,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-24.636,1.432,-9.65,10
2020-2022,1°,3ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-42.938,-30.814,-36.6,3
2020-2022,1°,4ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-45.395,-44.257,-44.826,2
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,25.609,25.609,25.609,1
2020-2022,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-62.176,42.671,-14.818,18
2020-2022,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-64.695,-64.695,-64.695,1
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,90.763,149.64,123.258,10
2020-2022,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,85.32,89.204,87.5,5
2020-2022,1°,3ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,79.086,79.385,79.236,2
2020-2022,1°,4ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,76.331,79.075,77.703,2
2020-2022,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,64.336,64.336,64.336,1
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,1,Sistema Universal,-71.509,21.657,-29.766,9
2020-2022,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,NOTURNO,1,Sistema Universal,-62.526,-62.526,-62.526,1
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-7.672,71.472,25.252,22
2020-2022,1°,2ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-29.085,-9.01,-19.591,12
2020-2022,1°,3ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-36.059,-33.297,-34.52,4
2020-2022,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,8.448,8.448,-16.192,2
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-2.433,74.983,36.702,10
2020-2022,1°,2ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-18.407,-8.179,-12.323,3
2020-2022,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-63.586,-63.586,-63.586,1
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-22.175,42.588,5.673,14
2020-2022,1°,2ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-32.939,-22.969,-27.91,3
2020-2022,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,23.426,23.426,23.426,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,86.509,175.444,111.485,4
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,80.258,80.258,80.258,1
2020-2022,1°,3ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,76.709,76.709,76.709,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,0.681,0.681,0.681,1
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-1.057,-1.057,-1.057,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,62.484,120.186,82.248,4
2020-2022,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,62.384,62.384,62.384,1
2020-2022,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,64.041,64.041,64.041,1
2020-2022,1°,1ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,77.866,108.078,89.477,4
2020-2022,1°,2ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,77.335,77.335,77.335,1
2020-2022,1°,1ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,35.281,35.281,35.281,1
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,129.903,176.907,139.548,14
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,121.16,126.368,123.199,5
2020-2022,1°,3ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,120.347,121.088,120.718,2
2020-2022,1°,4ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,115.268,118.359,116.814,2
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,101.124,130.856,115.99,2
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,70.328,70.328,70.328,1
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,86.54,126.039,99.229,12
2020-2022,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,79.602,84.655,82.309,3
2020-2022,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,91.279,91.279,62.68,2
2020-2022,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.455,53.752,26.126,11
2020-2022,1°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,6.887,11.109,9.679,4
2020-2022,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,16.093,16.093,16.093,1
2020-2022,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-10.111,20.985,0.892,11
2020-2022,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-19.858,-19.858,-19.858,1
2020-2022,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-2.82,-2.82,-2.82,1
2020-2022,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-24.318,-24.318,-24.318,1
2020-2022,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,30.01,77.432,46.597,11
2020-2022,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,26.369,30.005,28.603,5
2020-2022,1°,3ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,24.977,24.977,24.977,1
2020-2022,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,20.513,20.513,20.513,1
2020-2022,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,48.594,73.121,59.609,9
2020-2022,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.796,48.454,47.625,2
2020-2022,1°,3ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.886,45.886,45.886,1
2020-2022,1°,4ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.149,44.149,44.149,1
2020-2022,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,49.514,49.514,49.514,1
2020-2022,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-7.834,139.431,32.902,13
2020-2022,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-38.433,-10.564,-23.069,6
2020-2022,1°,3ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-62.13,-53.307,-57.719,2
2020-2022,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,7.046,7.046,7.046,1
2020-2022,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-27.13,-27.13,-27.13,1
2020-2022,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-14.958,126.978,48.806,10
2020-2022,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-31.687,-15.377,-23.896,4
2020-2022,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-48.61,-48.61,-48.61,1
2020-2022,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,120.321,160.318,134.914,9
2020-2022,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,112.278,113.966,113.122,2
2020-2022,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,44.324,44.324,44.324,1
2020-2022,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-7.349,-7.349,-7.349,1
2020-2022,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,38.913,159.558,76.933,21
2020-2022,1°,2ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-52.588,36.306,2.552,11
2020-2022,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,27.336,27.336,27.336,1
2020-2022,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-37.069,84.551,3.883,16
2020-2022,1°,2ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-41.733,-41.733,-41.733,1
2020-2022,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,67.472,67.472,67.472,1
2020-2022,1°,1ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,41.135,163.248,100.193,8
2020-2022,1°,2ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,12.589,22.372,18.976,3
2020-2022,1°,3ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.627,0.343,-8.868,4
2020-2022,1°,4ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-27.726,-26.036,-26.903,3
2020-2022,1°,1ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,77.957,77.957,77.957,1
2020-2022,1°,2ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-7.167,-7.167,-7.167,1
2020-2022,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-50.298,54.606,-0.609,12
2020-2022,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-21.139,-21.139,-21.139,1
2020-2022,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,116.231,162.86,131.542,9
2020-2022,1°,2ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,93.29,112.041,103.359,5
2020-2022,1°,3ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,93.073,93.073,93.073,1
2020-2022,1°,4ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,88.81,88.81,88.81,1
2020-2022,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,53.035,53.035,53.035,1
2020-2022,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,58.439,154.863,103.131,10
2020-2022,1°,2ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-13.417,58.178,15.75,9
2020-2022,1°,3ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-33.846,-30.129,-31.987,2
2020-2022,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,12.814,12.814,12.814,1
2020-2022,1°,1ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,59.512,108.454,76.579,9
2020-2022,1°,2ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,29.534,52.048,35.72,6
2020-2022,1°,3ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-8.304,15.306,3.501,2
2020-2022,1°,4ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-20.255,-17.315,-18.785,2
2020-2022,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,50.773,178.331,78.226,61
2020-2022,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,32.935,50.361,40.806,27
2020-2022,1°,3ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,29.179,32.558,31.205,12
2020-2022,1°,4ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,27.893,28.799,28.404,4
2020-2022,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,24.066,129.802,58.079,7
2020-2022,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,2.104,22.873,12.488,2
2020-2022,1°,3ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,-3.966,1.878,-1.044,2
2020-2022,1°,4ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,-13.83,-7.897,-10.864,2
2020-2022,1°,1ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,10.445,122.669,54.788,17
2020-2022,1°,2ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-49.048,8.504,-11.918,5
2020-2022,1°,3ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-67.587,-67.587,-67.587,1
2020-2022,1°,4ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-81.74,-81.74,-81.74,1
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,17.577,66.477,38.575,10
2020-2022,1°,2ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,6.831,13.574,9.893,4
2020-2022,1°,3ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,5.076,5.356,5.216,2
2020-2022,1°,4ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,4.602,4.837,4.72,2
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,37.12,37.12,37.12,1
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,57.242,101.253,73.031,9
2020-2022,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,49.876,55.911,52.703,4
2020-2022,1°,3ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,38.781,46.082,41.409,4
2020-2022,1°,4ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.281,34.281,34.281,1
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-29.349,-29.349,-29.349,1
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,1.833,14.412,8.381,4
2020-2022,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,0.176,1.274,0.725,2
2020-2022,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,27.978,27.978,27.978,1
2020-2022,1°,1ª,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-65.778,92.933,-7.964,13
2020-2022,1°,1ª,FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,2.725,2.725,2.725,1
2020-2022,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,33.173,91.814,54.324,11
2020-2022,1°,2ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,17.473,32.444,24.217,5
